rain[mm]	 temperature[°C]	 irradiance[mümol/s/m2]	 day_length[h]	 PET[mm]	co2[ppm]
8.2	23.1	1142.2	12	4.4	400
0	26.4	1232.2	12	4.7	400
24.1	22.2	1230.2	12	4.3	400
0	26.5	1111	12	4.7	400
1.7	22.2	1201	12	4.3	400
0	25.4	1437.3	12	4.6	400
34.6	23.6	1225.6	12	4.4	400
5.7	25.6	986.5	12	4.6	400
19.2	22.7	1223.2	12	4.4	400
6.4	21.4	1158.4	12	4.3	400
54.6	22.8	1133.2	12	4.4	400
0	20.9	1141.3	12	4.2	400
27.7	23.7	1006	12	4.4	400
9.4	26	1019.6	12	4.6	400
25	26.9	1034.1	12	4.7	400
7.2	21.8	1236.1	12	4.3	400
0	24.6	1047.9	12	4.5	400
8.2	27.7	1166.2	12	4.7	400
53.2	18.7	1261.6	12	4	400
95.4	20.2	1083.7	12	4.2	400
0	24.5	1058	12	4.5	400
23.3	26.8	1090.8	12	4.7	400
6.8	23.3	1155.3	12	4.4	400
0	22.6	1180.3	12	4.3	400
0	27.6	1207.3	12	4.7	400
23.7	26.8	1237.6	12	4.6	400
0	24.4	1139.8	12	4.5	400
47.1	22.7	1103.5	12	4.3	400
0	25.9	1121.1	12	4.6	400
0	23.7	1163.4	12	4.4	400
17.2	24.8	1238.4	12	4.5	400
0	23.9	1229.9	12	4.4	400
45.5	21.4	1119.7	12	4.2	400
6.3	23.9	1252.4	12	4.4	400
0	28.4	1138.7	12	4.7	400
5.2	26.6	1259.3	12	4.6	400
1.8	24.9	1213	12	4.5	400
0	22	1125.9	12	4.2	400
3.3	24.9	1073	12	4.4	400
26.5	17	984.9	12	3.8	400
0	21.9	933	12	4.2	400
7.2	24.9	1108.7	12	4.4	400
14.1	21.9	1168.6	12	4.2	400
0	25.8	1043.2	12	4.5	400
1.1	25.8	1249.6	12	4.5	400
0	25.4	1001.5	12	4.4	400
10.7	17.5	1277.8	12	3.8	400
1.7	24.6	1224.6	12	4.4	400
10.2	22	1034.4	12	4.2	400
16.3	26.3	953.6	12	4.5	400
0	25	1157.1	12	4.4	400
10	24.2	1125.9	12	4.3	400
0	26.1	1165.1	12	4.4	400
62.3	25.7	1054.8	12	4.4	400
0	20.1	1208.4	12	4	400
11.5	26.6	1119.2	12	4.4	400
0	21.5	1014.4	12	4.1	400
0	22.5	942	12	4.1	400
0	19.9	1162.2	12	3.9	400
1.8	25.7	809.8	12	4.3	400
17.6	19	1024.5	12	3.8	400
0	22.3	1102.3	12	4.1	400
0.8	29.5	1274	12	4.5	400
0	22.6	901.3	12	4.1	400
29.8	23.2	944.3	12	4.1	400
31.6	24.8	899.9	12	4.2	400
11.9	22.4	1031.4	12	4	400
5.5	25	999.1	12	4.2	400
1.4	23.8	1013.6	12	4.1	400
0	29.1	984.5	12	4.4	400
0	23.9	1105.1	12	4.1	400
6.8	24.1	804.9	12	4.1	400
8.1	25.3	1123.6	12	4.1	400
0	25.9	1113.2	12	4.1	400
34.7	25	1070.8	12	4.1	400
0	24.5	1033.4	12	4	400
3.7	24.7	994.8	12	4	400
2.7	24.6	1214	12	4	400
0	24	1124.9	12	3.9	400
11.6	26.4	953.4	12	4.1	400
0	21.7	1094.2	12	3.8	400
23.9	25.9	899.4	12	4	400
8.4	25.1	1045.4	12	4	400
0	26.7	1161.7	12	4	400
38.4	25.2	959	12	3.9	400
0	20.9	1010.9	12	3.6	400
10.5	25.3	1106.1	12	3.9	400
6	22.6	947.2	12	3.7	400
0	25.5	970.1	12	3.9	400
4.7	22.8	1000.3	12	3.7	400
0	25.2	959.5	12	3.8	400
0	20.1	1003.8	12	3.5	400
22.2	24.3	1014.5	12	3.7	400
0	25.6	1013.6	12	3.8	400
15.7	20.8	852.3	12	3.5	400
0	25.3	1150.3	12	3.7	400
36.1	28.6	1074.5	12	3.9	400
4.5	22	1089.1	12	3.5	400
20.1	23.3	830.6	12	3.6	400
0	26.8	1036.7	12	3.7	400
0	23.6	969.5	12	3.5	400
14.1	25.4	1113.3	12	3.6	400
0	22.9	901.5	12	3.5	400
0	25.7	1005.9	12	3.6	400
3.1	25.9	1115	12	3.6	400
0	22.1	978.3	12	3.3	400
0.7	24.9	985.4	12	3.5	400
3.5	21.9	915.6	12	3.3	400
8.1	25.2	858.9	12	3.5	400
0	26.1	729.9	12	3.5	400
0	23.1	970.3	12	3.3	400
8.9	25.2	802.3	12	3.4	400
0	26.4	1130.1	12	3.5	400
29.8	24.3	802.2	12	3.3	400
13.9	23.9	761.8	12	3.3	400
20.5	23.1	919.5	12	3.2	400
5.8	24.2	1210.5	12	3.3	400
0	26.7	984.7	12	3.4	400
4.6	27.1	811.6	12	3.4	400
2.9	22.7	911.3	12	3.1	400
2.9	23.2	975.6	12	3.1	400
0	25.5	886	12	3.2	400
15.4	23.9	803.3	12	3.1	400
0.2	22.8	840.9	12	3.1	400
13.1	20.7	815.5	12	2.9	400
7.2	24.3	745.1	12	3.1	400
0	22.3	1058.5	12	3	400
0	22.5	840	12	3	400
1.9	21.3	812.1	12	2.9	400
20	27.6	792.3	12	3.2	400
0	26.6	1059.1	12	3.1	400
8.3	22.7	873	12	2.9	400
2	19.9	987	12	2.8	400
0	25.4	832.6	12	3	400
10.8	24.6	919.9	12	3	400
4.9	24.3	883.3	12	2.9	400
0	21.4	982.6	12	2.8	400
3.9	20.7	771.3	12	2.7	400
24.3	19.6	1037.9	12	2.6	400
0	27.5	657.2	12	3	400
14.4	25.2	853.4	12	2.9	400
10.4	25.4	836	12	2.9	400
2.7	24.2	854.6	12	2.8	400
0	23.3	873.1	12	2.8	400
18.9	24.3	822.6	12	2.8	400
15.5	21.7	705.3	12	2.7	400
0	19.3	923.7	12	2.5	400
31.5	27.9	770.3	12	2.9	400
6.5	20.8	781.1	12	2.6	400
0	24.5	831.5	12	2.8	400
30.9	23.4	763.9	12	2.7	400
7.8	26.9	931.3	12	2.8	400
14.5	24.3	791.3	12	2.7	400
0	28.4	941.3	12	2.9	400
0	25.7	898.8	12	2.8	400
0	21.9	878	12	2.6	400
0	24.8	859.4	12	2.7	400
24	23.1	902.1	12	2.6	400
0	22.5	920.7	12	2.6	400
8.8	24	830.5	12	2.6	400
0	22.7	892.6	12	2.6	400
0.8	22.7	849.8	12	2.6	400
0	25.3	794.7	12	2.7	400
9.6	26.9	762.3	12	2.7	400
0	22.3	921.8	12	2.5	400
43.7	19.8	962.5	12	2.4	400
0	24.4	718.5	12	2.6	400
33.3	20	890.4	12	2.4	400
7.8	23.9	614.7	12	2.6	400
0	26.8	977.1	12	2.7	400
1.6	28	898.8	12	2.7	400
0	17.8	748.3	12	2.3	400
27.6	24.7	730.4	12	2.6	400
0	27.4	677	12	2.7	400
15.6	22.8	717.9	12	2.5	400
0	21	818.8	12	2.4	400
0.6	20.3	695.2	12	2.4	400
1.7	25.3	638.2	12	2.6	400
0	25.4	802.7	12	2.6	400
0	22.1	726.1	12	2.5	400
10	24.8	938.2	12	2.6	400
23.2	23.7	776.7	12	2.5	400
0	21.4	955.9	12	2.4	400
18.2	23.7	865.4	12	2.5	400
0	26.4	645.7	12	2.7	400
0	22.2	833.5	12	2.5	400
14.4	26	814.9	12	2.7	400
6.3	17.7	862.5	12	2.3	400
0	27.4	887.5	12	2.7	400
1.2	22.3	681.4	12	2.5	400
0.2	23.8	600.7	12	2.6	400
0	25.1	938.4	12	2.6	400
5.4	25.8	783.5	12	2.7	400
0	21.8	901.8	12	2.5	400
0	24.2	814.2	12	2.6	400
0	23.1	717.2	12	2.6	400
6.9	23.8	722.2	12	2.6	400
19.7	29.9	793	12	2.9	400
0	22.4	772.2	12	2.6	400
0	24.9	777.7	12	2.7	400
0	21.6	909.1	12	2.5	400
23.8	23.7	716.8	12	2.7	400
0	26.6	957.4	12	2.8	400
19	21.5	924.6	12	2.6	400
9.8	26.3	868.4	12	2.8	400
0	22.7	817.3	12	2.6	400
18	21.5	926.7	12	2.6	400
8.5	23.1	755.5	12	2.7	400
0	24.1	918.3	12	2.8	400
20.5	28.2	880.5	12	2.9	400
0	23.7	783.4	12	2.8	400
16.2	25	792.4	12	2.8	400
22.3	22	780.7	12	2.7	400
11.2	24.6	732.5	12	2.8	400
1.4	25.9	875.2	12	2.9	400
0	20.1	906.7	12	2.6	400
5	20.4	803.2	12	2.7	400
0	23.6	933.2	12	2.8	400
11.6	22.5	1017.8	12	2.8	400
1.1	26.9	990.2	12	3	400
0	26.3	822.6	12	3	400
11.8	26.8	897.9	12	3.1	400
2.9	28.8	893.4	12	3.2	400
0	21.2	814.3	12	2.8	400
0.5	23.7	940.8	12	3	400
5.4	24.9	867.9	12	3	400
0	25.9	939.1	12	3.1	400
2.4	27.9	1017.1	12	3.2	400
5.5	17.3	825.8	12	2.7	400
35.2	25.2	951.9	12	3.1	400
0	25.8	1002.5	12	3.2	400
17	27.2	901.2	12	3.2	400
0	21.9	983.2	12	3	400
13.2	18.9	879.5	12	2.8	400
7.2	20.4	937.7	12	2.9	400
0	22	1020.9	12	3	400
2.7	25.4	1105.3	12	3.3	400
18.3	20.9	903.9	12	3	400
0	22.7	1043.6	12	3.1	400
1.7	20.4	954	12	3	400
0	23.9	859.7	12	3.2	400
9.8	23.3	897.2	12	3.2	400
10.7	23.6	857.7	12	3.3	400
0	24.7	778.9	12	3.3	400
9.7	22	1125.2	12	3.2	400
2.8	25	875.4	12	3.4	400
31.2	18.3	856	12	3	400
33.8	23.6	1052.6	12	3.3	400
16.1	27.6	1006	12	3.6	400
4.6	28	956.8	12	3.6	400
0.3	27.2	945.1	12	3.6	400
0	25.9	1070.6	12	3.6	400
3.3	26.3	819.6	12	3.6	400
0.4	22.4	808.4	12	3.4	400
14.3	23.3	990.1	12	3.5	400
7.1	21.9	990.5	12	3.4	400
0	21.3	886.3	12	3.4	400
3	25.2	1110.6	12	3.6	400
2.3	23.4	966.2	12	3.5	400
0	25	1107.5	12	3.7	400
6.5	24.5	855.3	12	3.6	400
11.7	22.3	964.5	12	3.5	400
0	23.1	1018.2	12	3.6	400
0	22.3	1077.7	12	3.6	400
16.8	24.8	871.4	12	3.7	400
0	21.9	902.8	12	3.6	400
0.9	26	889.5	12	3.8	400
0	24.3	885.9	12	3.8	400
0	19.8	1020.6	12	3.5	400
30.5	22.3	1004.9	12	3.7	400
8.3	24.3	1125.7	12	3.8	400
0	22.4	811.3	12	3.7	400
7	24.6	951.5	12	3.9	400
20.1	25.2	924.7	12	3.9	400
2	22.9	1017.8	12	3.8	400
0	21.5	1065.1	12	3.7	400
7.9	27.5	988.5	12	4.1	400
0	17.8	1116.1	12	3.5	400
8.2	24.6	875	12	4	400
1.2	22.3	858.8	12	3.8	400
0	26.8	1347.5	12	4.1	400
0	23.7	956.6	12	3.9	400
8.3	23.7	1143.9	12	4	400
0	24.3	1052.3	12	4	400
19	25.2	859.9	12	4.1	400
4.3	23.6	961.4	12	4	400
0	21.8	1249.4	12	3.9	400
5.8	25.2	1289.7	12	4.1	400
0	21.1	1084.7	12	3.9	400
1.8	22.7	1108.5	12	4	400
3.8	21.7	1057	12	3.9	400
0	26.3	1005.7	12	4.2	400
21.4	21.8	984.4	12	4	400
0	23.8	981.4	12	4.1	400
0	23.7	1063.4	12	4.1	400
12.9	17.6	1058.4	12	3.7	400
0	23.4	1057.6	12	4.1	400
0	23.3	1285.1	12	4.1	400
0	27.1	1228.8	12	4.4	400
0	26.1	1110.6	12	4.3	400
0	23.9	1178.4	12	4.2	400
1	19.7	976.1	12	3.9	400
2.2	23.9	1011.4	12	4.2	400
6.8	19.7	1359.9	12	3.9	400
0	28.8	973.3	12	4.6	400
1.1	26.7	1052.9	12	4.4	400
0	26.6	1137.6	12	4.4	400
25.5	22.6	1000	12	4.2	400
0	24.3	1259.7	12	4.3	400
0	24.5	1094.6	12	4.3	400
3.2	21.3	1150.8	12	4.1	400
0	26	1266.9	12	4.4	400
4.4	27.8	1466	12	4.6	400
0	25	1019.9	12	4.4	400
0	21.6	1181.3	12	4.1	400
0	22.4	1120.1	12	4.2	400
0	23.2	1168.3	12	4.3	400
8.1	23.3	1273.5	12	4.3	400
0.1	26.8	1202.3	12	4.5	400
0	21.5	994.1	12	4.2	400
11	27.9	1213.6	12	4.6	400
0	22.4	1015.7	12	4.3	400
0	25.5	1084.6	12	4.5	400
12	24.9	1126.6	12	4.4	400
0	21.1	1212.3	12	4.2	400
0	22.8	987.5	12	4.3	400
0	20.8	1126.1	12	4.2	400
0	22.6	783.9	12	4.3	400
15.3	27.4	1109.3	12	4.6	400
11.4	23.4	994.9	12	4.4	400
3.6	23.7	1052	12	4.4	400
0	20.4	1032.9	12	4.1	400
0	23.5	1369.5	12	4.4	400
5.3	20.6	1257.5	12	4.2	400
3.3	26.6	1016	12	4.6	400
0	19.8	1258.6	12	4.1	400
0	17.6	1138.9	12	3.9	400
0	25.8	1283.2	12	4.6	400
0	20.6	1308.7	12	4.2	400
4.5	18.7	1227.3	12	4	400
0	24.4	1272	12	4.5	400
0	24	1113.3	12	4.5	400
0.9	25.3	1103.9	12	4.5	400
8.5	20.5	1033.2	12	4.2	400
0	28.3	1181.5	12	4.8	400
10.3	22.7	1149.9	12	4.4	400
0	23.5	1020.8	12	4.4	400
0	22.6	1161.6	12	4.4	400
0	27.5	1279.8	12	4.7	400
2.3	26.5	1020	12	4.6	400
0	21.8	1040.1	12	4.3	400
0	18.2	873.4	12	4	400
0	27.8	1368.1	12	4.7	400
0	24.4	1068.7	12	4.5	400
9.6	25.7	1157.8	12	4.6	400
3.4	28	1015.5	12	4.8	400
0	27.3	1053.3	12	4.7	400
0	24.1	984	12	4.5	400
6.4	21.5	1206	12	4.3	400
0	25.6	1089.4	12	4.6	400
0	22.6	1126.1	12	4.4	400
10.4	22.3	1173.3	12	4.3	400
0	25.5	1152.3	12	4.6	400
0	26.5	1225.6	12	4.7	400
3.7	25.9	1225.4	12	4.6	400
0	22.6	1146.3	12	4.4	400
0	27.6	1279.7	12	4.7	400
0	22.6	1166.7	12	4.4	400
6.4	24.4	1095.8	12	4.5	400
4.3	24.8	1371.6	12	4.5	400
0	23.9	1288.2	12	4.5	400
33.5	24.2	1284.3	12	4.5	400
0	20.8	1126.1	12	4.2	400
0	21.2	1302	12	4.3	400
21.6	22.3	1313.2	12	4.3	400
0	20.2	1084.9	12	4.2	400
48.5	26	1093.5	12	4.6	400
0	21.6	1228.7	12	4.3	400
7.5	24.7	1147.5	12	4.5	400
32.1	22.7	1298.7	12	4.4	400
0	21.6	1178.4	12	4.3	400
0	23.8	1144.4	12	4.5	400
23.3	23.6	1255.2	12	4.4	400
8.8	27.2	1434	12	4.7	400
4.3	23.1	1190	12	4.4	400
2.3	21.7	1161.8	12	4.3	400
0	26.9	1045	12	4.7	400
0	26.3	1152.7	12	4.6	400
2.4	24.1	1339.4	12	4.5	400
0	23.1	1215.4	12	4.4	400
32.3	23.8	1188.2	12	4.4	400
0	24.4	1036.3	12	4.5	400
25.1	18.7	1114.4	12	4	400
2.4	24.9	1006.5	12	4.5	400
0	25.5	1186.3	12	4.5	400
6.7	25.4	1336.1	12	4.5	400
26.6	24.3	1111.4	12	4.4	400
0	26	1354.9	12	4.6	400
8.5	24.8	1324.9	12	4.5	400
0	21.3	1101.4	12	4.2	400
50.5	25.5	969.3	12	4.5	400
17.9	21.6	1201.1	12	4.2	400
0	22.6	1201.3	12	4.3	400
37.9	24.9	1173.6	12	4.4	400
0	23.2	1307.1	12	4.3	400
72.4	25.6	1188.8	12	4.5	400
61	22.1	1073.3	12	4.2	400
0	25.3	1077	12	4.4	400
0	25.9	1100.3	12	4.5	400
0	21.9	1142.2	12	4.2	400
16.5	25.4	1208.8	12	4.4	400
10.9	20.5	1295.6	12	4.1	400
0	22.4	1228	12	4.2	400
6.9	27.3	1405.9	12	4.5	400
3.1	22.8	911.7	12	4.2	400
0	20.4	1131.9	12	4	400
0	23.6	1052.6	12	4.3	400
0	24	1292.1	12	4.3	400
0	24.8	882.5	12	4.3	400
18.1	27.1	1183.3	12	4.5	400
6.7	23.3	1128.4	12	4.2	400
0	27.1	980.2	12	4.4	400
31.9	22.9	1197	12	4.1	400
25.8	24	1103.1	12	4.2	400
0	20.6	1082.5	12	4	400
6.7	26.5	1205.9	12	4.4	400
0	23.9	1048.6	12	4.2	400
13.7	24.4	1030.3	12	4.2	400
13	25.7	930	12	4.3	400
21.6	23.7	1182.6	12	4.1	400
0	25.5	1056.7	12	4.2	400
10.1	20.8	1183	12	3.9	400
14.8	28.4	1003.9	12	4.4	400
1.4	23.5	1031.1	12	4.1	400
25.8	21.4	1175.6	12	3.9	400
11.8	28.1	923.5	12	4.3	400
3.4	22.3	1011.3	12	3.9	400
96.7	23.3	1141.9	12	4	400
0	29.4	995.1	12	4.4	400
3.6	26.4	913.3	12	4.2	400
0	20.9	982.1	12	3.8	400
0	19	1136	12	3.6	400
48.3	21	996	12	3.8	400
0	27.9	957.2	12	4.2	400
36.1	22.8	985.8	12	3.8	400
0.7	27.6	916.9	12	4.1	400
1.8	24.3	962.1	12	3.9	400
18.8	23.8	841.7	12	3.9	400
14.3	22.3	1183.1	12	3.8	400
2	24.3	1133.2	12	3.9	400
16.4	21.7	1121.5	12	3.7	400
0	23.3	1125.2	12	3.8	400
3.2	27.6	1033.8	12	4	400
1.3	24.4	995.4	12	3.8	400
0	23.7	1236.9	12	3.7	400
10.5	19.6	757.3	12	3.5	400
0	26	1045.6	12	3.8	400
5.2	20.2	989.3	12	3.5	400
46.3	25.6	992.1	12	3.8	400
1.3	23.8	919.2	12	3.7	400
9	25.7	718.4	12	3.8	400
1.9	23	916.1	12	3.6	400
0	25	964.9	12	3.7	400
2.2	23.5	1088.9	12	3.6	400
13.8	23.5	1083	12	3.5	400
1.1	23.5	788.6	12	3.5	400
0	23	1015.7	12	3.5	400
16.3	24.6	793.1	12	3.6	400
0	22.9	1057.5	12	3.4	400
27.2	23.8	969.6	12	3.5	400
0	25.6	874.2	12	3.6	400
0.3	28.5	848	12	3.7	400
0	25.5	884.9	12	3.5	400
19.4	20.1	917.2	12	3.2	400
0	23.4	788.6	12	3.4	400
17.1	19.1	977.7	12	3.1	400
30.3	23	1031.3	12	3.3	400
0	29.6	944.7	12	3.6	400
1	23.6	667.4	12	3.3	400
0	23.4	797.5	12	3.3	400
0	26.4	767.5	12	3.4	400
18.4	20.4	772.6	12	3	400
46.5	20.3	822.1	12	3	400
30.8	22.4	925.9	12	3.1	400
34.3	25.2	679.3	12	3.3	400
19.3	24.6	755.9	12	3.2	400
8.7	24.2	752.1	12	3.2	400
0	25.7	790.3	12	3.2	400
22.4	25.7	747	12	3.2	400
13.3	20.5	951.2	12	2.9	400
4.4	23.6	935.1	12	3.1	400
0	25.9	902	12	3.2	400
2.7	22	1082	12	2.9	400
0	26.5	898.6	12	3.2	400
36.2	23.5	766.2	12	3	400
4.6	24.8	890	12	3	400
0	25.4	943.2	12	3.1	400
0	28.7	806.3	12	3.2	400
9.4	27.4	973.4	12	3.1	400
0	23.8	883.4	12	2.9	400
13.6	25.2	851	12	3	400
19.8	24.9	829.7	12	3	400
29.5	20.3	846.6	12	2.7	400
23	24.5	892.7	12	2.9	400
0	28	839.3	12	3.1	400
27.2	23.1	845.4	12	2.8	400
4.2	21.1	896.4	12	2.7	400
13	29.8	860.6	12	3.1	400
0	27.9	703.3	12	3	400
0	23.9	780.2	12	2.8	400
1.2	20.7	951.2	12	2.6	400
0	24.2	890.1	12	2.8	400
4.3	26.7	864.7	12	2.9	400
0	21.9	743.8	12	2.6	400
38.2	20.5	676.4	12	2.6	400
0	21.9	745.8	12	2.6	400
0	25.7	872.7	12	2.8	400
0	23.1	798.5	12	2.7	400
31.8	24.3	784.7	12	2.7	400
0	21.2	890	12	2.5	400
8	24.5	722.3	12	2.7	400
27.7	25	828.3	12	2.7	400
0	22.8	829	12	2.6	400
0	26.2	732.5	12	2.7	400
7.6	24.3	797.2	12	2.6	400
2.1	22.4	764.9	12	2.6	400
13.8	28.2	870.4	12	2.8	400
0	25	910.9	12	2.7	400
4.1	24.7	845.2	12	2.6	400
0	20.6	717.6	12	2.4	400
17.4	23	715.6	12	2.5	400
0	26.1	841.4	12	2.7	400
33.1	27	916.3	12	2.7	400
2.5	22.1	839.3	12	2.5	400
0	22.9	757.3	12	2.5	400
0	26.4	717.7	12	2.7	400
4.1	23.7	609.6	12	2.6	400
0.8	25.6	842.7	12	2.6	400
26.4	26	780.8	12	2.7	400
82.9	22.1	754	12	2.5	400
0	25.7	878.9	12	2.6	400
0.9	24.9	838.4	12	2.6	400
0	23	804.7	12	2.5	400
9.2	21.4	615.1	12	2.4	400
0	20.8	730.2	12	2.4	400
4	24.2	761.2	12	2.6	400
22.5	20.3	682.7	12	2.4	400
2.5	24.5	780.8	12	2.6	400
25	24.6	787.8	12	2.6	400
2.7	24.8	766.7	12	2.6	400
28.1	24.3	764.6	12	2.6	400
12	27.3	917.9	12	2.7	400
8.9	22.5	785.7	12	2.5	400
2.8	22	835.4	12	2.5	400
0	23.3	707.3	12	2.6	400
0	24.8	890.9	12	2.6	400
13.6	23.1	755.2	12	2.6	400
11	25.1	726.9	12	2.7	400
2.7	20.4	930	12	2.4	400
0.3	24.1	806.9	12	2.6	400
5.2	19.1	895.5	12	2.4	400
7.8	25.1	732.4	12	2.7	400
0	26.5	889.9	12	2.7	400
2.4	26.7	797.6	12	2.8	400
0	18.9	728.4	12	2.4	400
0.8	20.1	745.7	12	2.5	400
49.5	24.4	807.7	12	2.7	400
11.3	25	795.6	12	2.7	400
8.3	24.7	924.1	12	2.7	400
0	20.8	749.5	12	2.5	400
0	24	830.2	12	2.7	400
8.7	20	755.7	12	2.5	400
0	23.9	755.2	12	2.7	400
3.8	23.4	862.8	12	2.7	400
0	21.1	892.9	12	2.6	400
2.7	24.8	882.4	12	2.8	400
0	25.6	831.8	12	2.9	400
0	22.7	843.4	12	2.7	400
2	26.9	942.1	12	2.9	400
0	23.2	859.6	12	2.8	400
10.4	22	1081.9	12	2.7	400
0	22.8	948.9	12	2.8	400
0	24.2	980.7	12	2.9	400
22.4	23.1	801.3	12	2.8	400
15.5	27.1	957	12	3	400
11.2	26	888.6	12	3	400
0	20.6	837.7	12	2.7	400
2.1	22	849.2	12	2.8	400
9.6	21.1	954.8	12	2.8	400
7.8	25.2	878	12	3	400
20.9	28.6	959.6	12	3.2	400
6.3	22.3	844.8	12	2.9	400
0.9	23	918.3	12	3	400
0	21.2	857.1	12	2.9	400
1.8	26.2	872.5	12	3.2	400
29.6	18.8	1029	12	2.8	400
2.7	24.7	912	12	3.1	400
7.4	19.2	812.3	12	2.8	400
3	24.7	912.6	12	3.2	400
1.4	22.8	1051.6	12	3.1	400
7.3	26.4	798.6	12	3.3	400
4.4	25.3	1020.6	12	3.2	400
5.7	24.7	957.5	12	3.2	400
1.4	28.3	864.4	12	3.4	400
0	27.1	960.7	12	3.4	400
0.2	24.1	841.6	12	3.3	400
0	27	941.8	12	3.4	400
4.5	22.7	885.7	12	3.2	400
0.5	24.5	897.5	12	3.3	400
0	22.4	894.7	12	3.2	400
0	21.5	1008.7	12	3.2	400
0.8	25.3	1080.3	12	3.4	400
1.5	25.1	822.7	12	3.4	400
7.2	21.9	776.2	12	3.3	400
7.5	21.9	869.4	12	3.3	400
2.2	25.2	1084.7	12	3.5	400
10.3	21.7	1049.3	12	3.3	400
5.1	25.2	976.7	12	3.5	400
4.2	21.9	743.6	12	3.4	400
0	27.2	850.5	12	3.7	400
0.2	23.1	1126.2	12	3.5	400
24.1	25.4	1036.6	12	3.6	400
0	17.4	1028.6	12	3.1	400
3.3	19.8	921.1	12	3.3	400
8.9	24.7	1086	12	3.6	400
3.1	28	993.9	12	3.8	400
0	24.5	906.5	12	3.7	400
20.1	26.1	848.9	12	3.8	400
0	25.8	1003.1	12	3.8	400
14.5	24.3	837.3	12	3.7	400
2.3	24	1060.2	12	3.7	400
4.1	19.8	1194.6	12	3.4	400
6.8	21.7	1048.5	12	3.6	400
0	22.8	1085.4	12	3.7	400
1.5	23.6	1048.4	12	3.7	400
17.5	28.2	972.8	12	4	400
0	23.8	1121.3	12	3.8	400
5.7	20.2	1048.8	12	3.6	400
45.1	21.9	1122.7	12	3.7	400
0	22.2	1067.3	12	3.7	400
3.3	27.3	671.6	12	4.1	400
2.4	23.3	1091.4	12	3.8	400
0	25.5	1017.6	12	4	400
4.4	23.7	1013.8	12	3.9	400
0	24.7	1022.5	12	4	400
0	24.6	991.9	12	4	400
8.7	19.9	964.2	12	3.7	400
0	26.7	961.1	12	4.1	400
2.9	23.1	1005	12	3.9	400
5.6	29.3	1183.6	12	4.3	400
0	20.2	996.6	12	3.8	400
0	24.2	1092.8	12	4	400
12.6	22.2	1113.6	12	3.9	400
14.6	23.3	1058.8	12	4	400
5.1	24.9	1220.5	12	4.1	400
0	23.8	1012.5	12	4.1	400
4.4	24.4	951.2	12	4.1	400
0	19.6	999.6	12	3.8	400
0	24.2	1197	12	4.1	400
0	25.2	1241.3	12	4.2	400
1.1	22.1	1168	12	4	400
0	28.3	1232.9	12	4.4	400
9.1	22.5	1111.8	12	4.1	400
2.8	23.4	1153.2	12	4.1	400
3.6	22.8	1055	12	4.1	400
13.4	18.1	1308.4	12	3.8	400
1.2	20.9	1057.7	12	4	400
0	22.3	1162.9	12	4.1	400
0	21.1	1187.2	12	4	400
26.3	18.8	935.1	12	3.9	400
0	24.9	1088.1	12	4.3	400
15.9	25.9	1093.1	12	4.4	400
0	24.5	1218.6	12	4.3	400
0	25.6	1204.1	12	4.4	400
6.2	27.3	925.5	12	4.5	400
0	23.4	1139.6	12	4.3	400
16.8	23.2	1187.3	12	4.2	400
0	26.4	1315.2	12	4.5	400
2.1	23.1	1291.5	12	4.3	400
0	25.3	1008.2	12	4.4	400
1.8	26.8	1352.2	12	4.5	400
20.5	24.2	1151.3	12	4.4	400
3.5	25.2	1065.2	12	4.4	400
1.3	22.5	1014.5	12	4.2	400
0	23.2	1200.9	12	4.3	400
0	28.6	1241.1	12	4.7	400
22.5	25.2	1177.6	12	4.5	400
0	20.3	1098.8	12	4.1	400
0	22.2	1258.6	12	4.2	400
12.5	24.4	1297.9	12	4.4	400
0	22.8	1056.9	12	4.3	400
0.4	25.6	1230.3	12	4.5	400
0	25.8	1039.8	12	4.5	400
6.3	24.4	1090.1	12	4.4	400
0	27.4	1263.9	12	4.7	400
3.3	21.8	1111.8	12	4.2	400
0	20.2	1343.9	12	4.1	400
29	20.9	1097.1	12	4.2	400
0	23.6	1075.1	12	4.4	400
7	22.4	1067.8	12	4.3	400
0	21.7	1240.2	12	4.3	400
6.1	24.9	1030.9	12	4.5	400
0.2	26.6	1383.3	12	4.6	400
10.6	29.3	1159.3	12	4.8	400
11.7	25.9	1205.4	12	4.6	400
7.4	24.8	1078.6	12	4.5	400
0	22.2	956.3	12	4.3	400
4	24.5	1000.6	12	4.5	400
1.8	27.9	1288.7	12	4.7	400
18.4	22.7	1011.4	12	4.4	400
0	22.2	1139.7	12	4.3	400
4.7	25.9	1011.8	12	4.6	400
0	21	1046.4	12	4.2	400
0	28.9	1078.7	12	4.8	400
6.5	20.5	1267.9	12	4.2	400
0	22.2	1167.2	12	4.3	400
0	24	1276.7	12	4.5	400
0	20.1	1352.2	12	4.2	400
4.5	23.1	1107.2	12	4.4	400
0	25.9	1171.9	12	4.6	400
3.8	25.4	1208.4	12	4.6	400
0	21.4	1185.8	12	4.3	400
0	20.6	1278.2	12	4.2	400
20.9	22.7	1240.8	12	4.4	400
3.9	22.7	953.5	12	4.4	400
36.1	22.1	1071.5	12	4.3	400
0	24.8	1160.1	12	4.5	400
2.9	27.1	1320.2	12	4.7	400
0	26	1209.3	12	4.6	400
0	24.1	1263.2	12	4.5	400
